,Unnamed: 0.1,Unnamed: 0,assists,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,gamesPlayed,goals,height,isInHallOfFameYn,lastName,nationalityCode,playerId,points,positionCode,shootsCatches,skaterFullName,weight
456,456,456,7,St-Eustache,CAN,2001-10-11,QC,NYR,New York Rangers,1.0,1.0,2020.0,20212022,20,2,74,N,Lafrenière,CAN,8482109,9,L,L,Alexis Lafrenière,191
457,457,457,2,Stockholm,SWE,1997-05-19,,,,60.0,2.0,2015.0,20212022,12,1,72,N,Kylington,SWE,8478430,3,D,L,Oliver Kylington,183
458,458,458,0,Moscow,RUS,1995-01-13,,,,175.0,6.0,2016.0,20212022,4,0,74,N,Mamin,RUS,8479553,0,C,L,Maxim Mamin,206
459,459,459,11,Portland,USA,2000-06-13,ME,,,11.0,1.0,2018.0,20192020,73,13,74,N,Wahlstrom,USA,8480789,24,R,R,Oliver Wahlstrom,205
460,460,460,1,Winnetka,USA,1990-11-19,IL,,,21.0,1.0,2009.0,20102011,7,0,75,N,Moore,USA,8475186,1,D,L,John Moore,207
461,461,461,7,Chelyabinsk,RUS,1997-01-13,,MIN,Minnesota Wild,55.0,2.0,2015.0,20192020,80,17,74,N,Trenin,RUS,8478508,24,C,L,Yakov Trenin,201
462,462,462,4,Roubaix,FRA,1989-11-21,,,,,,,20122013,53,4,71,N,Roussel,FRA,8474849,8,L,L,Antoine Roussel,200
463,463,463,27,Vasteras,SWE,1989-03-17,,CGY,Calgary Flames,24.0,1.0,2007.0,20082009,82,12,72,N,Backlund,SWE,8474150,39,C,L,Mikael Backlund,206
464,464,464,14,Lau,SWE,1992-07-25,,,,56.0,2.0,2010.0,20122013,43,7,71,N,Larsson,SWE,8475728,21,L,L,Johan Larsson,206
465,465,465,12,Surrey,CAN,1999-04-17,BC,DET,Detroit Red Wings,9.0,1.0,2017.0,20182019,80,15,78,N,Rasmussen,CAN,8479992,27,C,L,Michael Rasmussen,222
466,466,466,1,Oklahoma City,USA,1992-02-03,OK,,,38.0,2.0,2010.0,20172018,6,0,75,N,Merrill,USA,8475750,1,D,L,Jon Merrill,204
467,467,467,3,Montmagny,CAN,1997-05-21,QC,COL,Colorado Avalanche,,,,20202021,16,3,70,N,Barré-Boulet,CAN,8479718,6,C,L,Alex Barré-Boulet,178
468,468,468,1,Petawawa,CAN,1993-04-27,ON,,,201.0,7.0,2011.0,20162017,5,0,70,N,Peca,CAN,8476285,1,C,L,Matthew Peca,181
469,469,469,11,Orangeville,CAN,1995-12-05,ON,,,10.0,1.0,2014.0,20152016,57,12,75,N,Ritchie,CAN,8477941,23,L,L,Nick Ritchie,236
470,470,470,19,Edmonton,CAN,1996-10-17,AB,VAN,Vancouver Canucks,14.0,1.0,2015.0,20172018,84,27,73,N,DeBrusk,CAN,8478498,46,L,L,Jake DeBrusk,198
471,471,471,1,Franklin Square,USA,2000-11-12,NY,OTT,Ottawa Senators,32.0,2.0,2019.0,20202021,5,0,75,N,Pinto,USA,8481596,1,C,R,Shane Pinto,206
472,472,472,7,Denver,USA,1998-12-13,CO,,,14.0,1.0,2017.0,20202021,56,2,77,N,Foote,USA,8479984,9,D,R,Cal Foote,224
473,473,473,51,San Ramon,USA,1997-09-17,CA,TOR,Toronto Maple Leafs,1.0,1.0,2016.0,20162017,80,64,75,N,Matthews,USA,8479318,115,C,L,Auston Matthews,215
474,474,474,48,Toronto,CAN,1998-05-05,ON,STL,St. Louis Blues,35.0,2.0,2016.0,20182019,74,27,73,N,Kyrou,CAN,8479385,75,R,R,Jordan Kyrou,189
475,475,475,0,Thunder Bay,CAN,1989-03-18,ON,,,78.0,3.0,2007.0,20132014,10,0,76,N,Bortuzzo,CAN,8474145,0,D,R,Robert Bortuzzo,206
476,476,476,31,Frydek-Mistek,CZE,1991-03-28,,NJD,New Jersey Devils,208.0,7.0,2011.0,20122013,77,18,72,N,Palat,CZE,8476292,49,L,L,Ondrej Palat,194
477,477,477,26,Espoo,FIN,2001-10-03,,FLA,Florida Panthers,12.0,1.0,2020.0,20212022,74,19,73,N,Lundell,FIN,8482113,45,C,L,Anton Lundell,196
478,478,478,8,Uppsala,SWE,1995-02-08,,,,41.0,2.0,2013.0,20162017,64,1,74,N,Hagg,SWE,8477462,9,D,L,Robert Hagg,210
479,479,479,2,Carlyle,CAN,1996-07-08,SK,WPG,Winnipeg Jets,7.0,1.0,2014.0,20172018,36,2,76,N,Fleury,CAN,8477938,4,D,L,Haydn Fleury,207
480,480,480,20,Kitchener,CAN,1989-11-24,ON,,,130.0,5.0,2009.0,20112012,67,15,72,N,Hoffman,CAN,8474884,35,C,L,Mike Hoffman,190
481,481,481,2,Denver,USA,1998-12-13,CO,,,14.0,1.0,2017.0,20212022,13,0,77,N,Foote,USA,8479984,2,D,R,Cal Foote,224
482,482,482,6,Boxford,USA,1991-04-30,MA,ANA,Anaheim Ducks,19.0,1.0,2009.0,20112012,20,10,75,N,Kreider,USA,8475184,16,L,L,Chris Kreider,232
483,483,483,0,Winnipeg,CAN,1999-04-01,MB,NJD,New Jersey Devils,6.0,1.0,2017.0,20202021,2,0,75,N,Glass,CAN,8479996,0,C,R,Cody Glass,201
484,484,484,0,Ottawa,CAN,1997-03-30,ON,,,15.0,1.0,2015.0,20182019,2,0,73,N,Senyshyn,CAN,8478485,0,R,R,Zach Senyshyn,205
485,485,485,0,Slave Lake,CAN,1996-05-10,AB,MIN,Minnesota Wild,48.0,2.0,2014.0,20192020,14,0,72,N,Aube-Kubel,CAN,8477979,0,R,R,Nicolas Aube-Kubel,213
486,486,486,10,Duluth,USA,1992-03-04,MN,VAN,Vancouver Canucks,15.0,1.0,2010.0,20152016,76,4,76,N,Forbort,USA,8475762,14,D,L,Derek Forbort,216
487,487,487,0,Grand Forks,USA,1992-09-06,ND,,,181.0,6.0,2012.0,20162017,1,0,75,N,LaDue,USA,8476983,0,D,R,Paul LaDue,205
488,488,488,0,Buffalo,USA,1995-07-01,NY,,,52.0,2.0,2013.0,20152016,14,0,76,N,Bailey,USA,8477473,0,R,R,Justin Bailey,214
489,489,489,46,Arlington,USA,1994-10-03,TX,FLA,Florida Panthers,4.0,1.0,2013.0,20132014,78,5,76,N,Jones,USA,8477495,51,D,R,Seth Jones,213
490,490,490,0,Eden Prairie,USA,1992-10-24,MN,,,91.0,3.0,2011.0,20152016,5,0,69,N,Rau,USA,8476415,0,C,L,Kyle Rau,171
491,491,491,18,Ostersund,SWE,1986-04-21,,,,91.0,3.0,2004.0,20062007,48,3,76,N,Edler,SWE,8471303,21,D,L,Alexander Edler,210
492,492,492,16,Mississauga,CAN,1995-03-20,ON,TBL,Tampa Bay Lightning,101.0,4.0,2013.0,20152016,80,16,76,N,Paul,CAN,8477426,32,L,L,Nick Paul,234
493,493,493,38,Summerside,CAN,2000-01-07,PE,MTL,Montréal Canadiens,12.0,1.0,2018.0,20192020,80,13,76,N,Dobson,CAN,8480865,51,D,R,Noah Dobson,200
494,494,494,1,Calgary,CAN,2002-03-29,AB,STL,St. Louis Blues,26.0,1.0,2020.0,20212022,9,1,72,N,Neighbours,CAN,8482089,2,L,L,Jake Neighbours,201
495,495,495,0,Port Perry,CAN,2000-07-21,ON,SJS,San Jose Sharks,13.0,1.0,2018.0,20212022,1,0,74,N,Dellandrea,CAN,8480848,0,C,R,Ty Dellandrea,185
496,496,496,3,Mississauga,CAN,1990-09-20,ON,TOR,Toronto Maple Leafs,1.0,1.0,2009.0,20122013,7,3,73,N,Tavares,CAN,8475166,6,C,L,John Tavares,217
497,497,497,0,Drayton Valley,CAN,1995-04-19,AB,BUF,Buffalo Sabres,93.0,4.0,2013.0,20212022,25,0,76,N,Geertsen,CAN,8477419,0,L,L,Mason Geertsen,231
498,498,498,17,Middletown,USA,1991-07-24,NJ,WSH,Washington Capitals,,,,20142015,78,2,75,N,van Riemsdyk,USA,8477845,19,D,R,Trevor van Riemsdyk,210
499,499,499,6,Roseville,USA,1999-05-25,MN,LAK,Los Angeles Kings,103.0,4.0,2017.0,20192020,57,2,72,N,Anderson,USA,8479998,8,D,L,Mikey Anderson,195
500,500,500,3,Vasteras,SWE,1989-03-17,,CGY,Calgary Flames,24.0,1.0,2007.0,20142015,12,5,72,N,Backlund,SWE,8474150,8,C,L,Mikael Backlund,206
501,501,501,12,Trencin,SVK,1977-03-18,,,,56.0,3.0,1996.0,19971998,72,2,81,N,Chara,SVK,8465009,14,D,L,Zdeno Chara,250
502,502,502,13,Tashkent,UZB,2001-06-26,,OTT,Ottawa Senators,33.0,2.0,2019.0,20202021,80,14,74,N,Kaliyev,USA,8481560,27,R,L,Arthur Kaliyev,212
503,503,503,40,Scarborough,CAN,1995-09-17,ON,NSH,Nashville Predators,117.0,4.0,2014.0,20182019,79,23,72,N,Bunting,CAN,8478047,63,L,L,Michael Bunting,186
504,504,504,2,Phoenix,USA,1999-03-11,AZ,BOS,Boston Bruins,125.0,5.0,2019.0,20212022,16,2,76,N,Kastelic,USA,8480355,4,C,R,Mark Kastelic,234
505,505,505,0,Langley,CAN,1995-07-05,BC,PIT,Pittsburgh Penguins,116.0,4.0,2014.0,20172018,7,3,74,N,Heinen,CAN,8478046,3,L,L,Danton Heinen,187
506,506,506,28,Toronto,CAN,1994-03-29,ON,WSH,Washington Capitals,16.0,1.0,2012.0,20132014,78,24,76,N,Wilson,CAN,8476880,52,R,R,Tom Wilson,225
507,507,507,11,Long Beach,USA,1992-11-05,CA,,,47.0,2.0,2011.0,20132014,70,6,71,N,Nieto,USA,8476442,17,L,L,Matt Nieto,189
508,508,508,2,Orebro,SWE,2001-06-25,,STL,St. Louis Blues,8.0,1.0,2019.0,20212022,24,1,76,N,Broberg,SWE,8481598,3,D,L,Philip Broberg,210
509,509,509,23,Brantford,CAN,1990-02-06,ON,EDM,Edmonton Oilers,82.0,3.0,2008.0,20102011,58,19,72,N,Henrique,CAN,8474641,42,C,L,Adam Henrique,195
510,510,510,0,Orland Park,USA,1992-02-25,IL,COL,Colorado Avalanche,66.0,3.0,2011.0,20162017,2,0,68,N,Tynan,USA,8476391,0,C,R,T.J. Tynan,160
511,511,511,24,Victoriaville,CAN,1993-02-24,QC,LAK,Los Angeles Kings,26.0,1.0,2011.0,20142015,79,27,73,N,Danault,CAN,8476479,51,C,L,Phillip Danault,200
512,512,512,23,Marsta,SWE,1993-01-08,,VGK,Vegas Golden Knights,53.0,2.0,2011.0,20142015,67,12,72,N,Karlsson,SWE,8476448,35,C,L,William Karlsson,190
513,513,513,21,London,CAN,1995-04-05,ON,NYI,New York Islanders,9.0,1.0,2013.0,20142015,70,31,73,N,Horvat,CAN,8477500,52,C,L,Bo Horvat,225
514,514,514,2,Calgary,CAN,1997-05-23,AB,,,30.0,1.0,2015.0,20172018,9,1,70,N,Merkley,CAN,8478447,3,R,R,Nick Merkley,195
515,515,515,5,Stockholm,SWE,1992-02-08,,,,41.0,2.0,2010.0,20132014,68,2,76,N,Nemeth,SWE,8475747,7,D,L,Patrik Nemeth,230
516,516,516,20,Winnipeg,CAN,1983-07-16,MB,,,54.0,2.0,2002.0,20052006,64,1,73,N,Keith,CAN,8470281,21,D,L,Duncan Keith,192
517,517,517,0,Carman,CAN,1997-10-14,MB,,,52.0,2.0,2016.0,20202021,1,0,74,N,Allison,CAN,8479322,0,R,R,Wade Allison,205
518,518,518,16,Danderyd,SWE,1992-12-08,,EDM,Edmonton Oilers,79.0,3.0,2013.0,20152016,67,9,74,N,Janmark,SWE,8477406,25,C,L,Mattias Janmark,205
519,519,519,26,St. Paul,USA,1989-06-13,MN,TBL,Tampa Bay Lightning,12.0,1.0,2007.0,20102011,94,5,73,N,McDonagh,USA,8474151,31,D,L,Ryan McDonagh,216
520,520,520,0,La Mirada,USA,1995-10-25,CA,,,99.0,4.0,2014.0,20152016,2,0,69,N,De Leo,USA,8478029,0,L,L,Chase De Leo,186
521,521,521,8,Cole Harbour,CAN,1987-08-07,NS,PIT,Pittsburgh Penguins,1.0,1.0,2005.0,20062007,6,2,71,N,Crosby,CAN,8471675,10,C,L,Sidney Crosby,200
522,522,522,2,Lau,SWE,1992-07-25,,,,56.0,2.0,2010.0,20212022,6,0,71,N,Larsson,SWE,8475728,2,L,L,Johan Larsson,206
523,523,523,0,Biloxi,USA,1997-02-11,MS,CBJ,Columbus Blue Jackets,,,,20202021,3,0,73,N,Olivier,USA,8479671,0,R,R,Mathieu Olivier,232
524,524,524,1,Helsinki,FIN,1993-09-23,,,,176.0,6.0,2012.0,20142015,9,0,75,N,Lindbohm,FIN,8476989,1,D,L,Petteri Lindbohm,198
525,525,525,1,Markham,CAN,1996-04-01,ON,LAK,Los Angeles Kings,67.0,3.0,2014.0,20182019,13,0,74,N,Foegele,CAN,8477998,1,L,L,Warren Foegele,204
526,526,526,8,Regina,CAN,1998-06-05,SK,WPG,Winnipeg Jets,51.0,2.0,2016.0,20192020,36,2,72,N,Clague,CAN,8479348,10,D,L,Kale Clague,190
527,527,527,2,Rodovre,DNK,1989-05-08,,OTT,Ottawa Senators,13.0,1.0,2007.0,20102011,6,1,74,N,Eller,DNK,8474189,3,C,L,Lars Eller,207
528,528,528,22,Minsk,BLR,1998-06-06,,CGY,Calgary Flames,141.0,5.0,2018.0,20202021,76,24,74,N,Sharangovich,BLR,8481068,46,C,L,Yegor Sharangovich,196
529,529,529,0,Waterloo,CAN,1999-02-26,ON,MIN,Minnesota Wild,189.0,7.0,2017.0,20212022,2,0,72,N,Jones,CAN,8480259,0,C,L,Ben Jones,187
530,530,530,28,Winnipeg,CAN,1995-03-02,MB,TOR,Toronto Maple Leafs,12.0,1.0,2013.0,20152016,72,11,70,N,Domi,CAN,8477503,39,C,L,Max Domi,208
531,531,531,1,West Vancouver,CAN,1995-11-06,BC,FLA,Florida Panthers,2.0,1.0,2014.0,20212022,10,3,73,N,Reinhart,CAN,8477933,4,C,R,Sam Reinhart,196
532,532,532,6,Prague,CZE,1996-02-28,,,,13.0,1.0,2014.0,20162017,26,13,72,N,Vrana,CZE,8477944,19,L,L,Jakub Vrana,197
533,533,533,1,Kramfors,SWE,2000-04-12,,,,64.0,3.0,2019.0,20212022,6,0,72,N,Norlinder,SWE,8481555,1,D,L,Mattias Norlinder,191
534,534,534,11,Coral Springs,USA,1997-05-22,FL,WSH,Washington Capitals,106.0,4.0,2016.0,20212022,86,6,74,N,Duhaime,USA,8479520,17,R,L,Brandon Duhaime,210
535,535,535,21,Toronto,CAN,1993-06-17,ON,NJD,New Jersey Devils,9.0,1.0,2011.0,20122013,62,9,78,N,Hamilton,CAN,8476462,30,D,R,Dougie Hamilton,230
536,536,536,29,Skelleftea,SWE,1993-04-08,,BOS,Boston Bruins,112.0,4.0,2014.0,20142015,66,20,70,N,Arvidsson,SWE,8478042,49,L,R,Viktor Arvidsson,181
537,537,537,44,Madison,USA,1987-10-02,WI,,,5.0,1.0,2006.0,20062007,82,8,71,N,Kessel,USA,8473548,52,R,R,Phil Kessel,208
538,538,538,22,Mimico,CAN,1991-04-01,ON,VGK,Vegas Golden Knights,69.0,3.0,2009.0,20112012,56,16,73,N,Smith,CAN,8475191,38,R,L,Reilly Smith,185
539,539,539,1,Huntsville,USA,1990-05-27,AL,WSH,Washington Capitals,198.0,7.0,2009.0,20182019,6,1,74,N,Dowd,USA,8475343,2,C,R,Nic Dowd,195
540,540,540,8,Trenton,USA,1982-10-30,MI,,,,,,20062007,69,2,71,N,Greene,USA,8472382,10,D,L,Andy Greene,190
541,541,541,32,Ste-Agathe-des-Monts,CAN,1998-06-24,QC,WSH,Washington Capitals,3.0,1.0,2016.0,20172018,81,28,76,N,Dubois,CAN,8479400,60,L,L,Pierre-Luc Dubois,220
542,542,542,23,Ljungby,SWE,1996-05-31,,NYI,New York Islanders,188.0,7.0,2014.0,20192020,85,15,78,N,Engvall,SWE,8478115,38,L,L,Pierre Engvall,208
543,543,543,6,Oakville,CAN,1999-10-20,ON,EDM,Edmonton Oilers,10.0,1.0,2018.0,20212022,16,3,75,N,Bouchard,CAN,8480803,9,D,R,Evan Bouchard,192
544,544,544,0,Leksand,SWE,1999-06-02,,,,94.0,4.0,2019.0,20212022,1,0,74,N,Lodin,SWE,8481657,0,C,L,Viktor Lodin,185
545,545,545,8,Salmon Arm,CAN,1995-02-02,BC,EDM,Edmonton Oilers,17.0,1.0,2013.0,20142015,77,9,72,N,Lazar,CAN,8477508,17,C,R,Curtis Lazar,203
546,546,546,5,Plzen,CZE,1990-11-29,,,,,,,20122013,38,1,79,N,Sustr,CZE,8477205,6,D,R,Andrej Sustr,217
547,547,547,1,Edmonton,CAN,1998-03-15,AB,,,32.0,2.0,2016.0,20192020,29,1,72,N,Benson,CAN,8479347,2,L,L,Tyler Benson,190
548,548,548,28,Yaroslavl,RUS,1995-11-21,,NYR,New York Rangers,159.0,6.0,2015.0,20192020,80,5,75,N,Gavrikov,RUS,8478882,33,D,L,Vladislav Gavrikov,210
549,549,549,21,Winnipeg,CAN,1992-05-13,MB,VGK,Vegas Golden Knights,178.0,6.0,2010.0,20122013,37,9,75,N,Stone,CAN,8475913,30,R,R,Mark Stone,210
550,550,550,11,Salem,USA,1993-08-13,NJ,,,104.0,4.0,2011.0,20142015,12,3,69,N,Gaudreau,USA,8476346,14,L,L,Johnny Gaudreau,163
551,551,551,0,Paris,CAN,1989-11-01,ON,,,45.0,2.0,2008.0,20102011,1,0,73,N,Dalpe,CAN,8474610,0,C,R,Zac Dalpe,194
552,552,552,6,Peterborough,CAN,1997-02-05,ON,SEA,Seattle Kraken,33.0,2.0,2015.0,20192020,27,0,72,N,Stephens,CAN,8478477,6,C,R,Mitchell Stephens,203
553,553,553,22,Sorel-Tracy,CAN,1997-06-08,QC,WSH,Washington Capitals,28.0,1.0,2015.0,20162017,75,12,71,N,Beauvillier,CAN,8478463,34,L,L,Anthony Beauvillier,181
554,554,554,3,Massena,USA,1990-07-15,NY,MIN,Minnesota Wild,3.0,1.0,2008.0,20192020,22,0,75,N,Bogosian,USA,8474567,3,D,R,Zach Bogosian,231
555,555,555,3,Herndon,USA,1996-01-01,VA,,,,,,20212022,12,4,69,N,Snively,USA,8481441,7,C,L,Joe Snively,176
556,556,556,29,Stockholm,SWE,1992-11-23,,COL,Colorado Avalanche,2.0,1.0,2011.0,20112012,51,30,73,N,Landeskog,SWE,8476455,59,L,L,Gabriel Landeskog,215
557,557,557,0,Quebec City,CAN,1997-11-05,QC,,,133.0,5.0,2016.0,20182019,5,0,73,N,Lajoie,CAN,8479320,0,D,L,Maxime Lajoie,191
558,558,558,1,Quebec City,CAN,1995-03-17,QC,,,107.0,4.0,2015.0,20172018,9,1,74,N,Wolanin,CAN,8478846,2,D,L,Christian Wolanin,190
559,559,559,10,Frydek-Mistek,CZE,1991-03-28,,NJD,New Jersey Devils,208.0,7.0,2011.0,20132014,23,11,72,N,Palat,CZE,8476292,21,L,L,Ondrej Palat,194
560,560,560,0,St. Petersburg,RUS,1998-03-12,,,,102.0,4.0,2016.0,20202021,18,0,75,N,Maltsev,RUS,8479573,0,L,L,Mikhail Maltsev,198
561,561,561,3,Arcadia,USA,1999-07-22,CA,DAL,Dallas Stars,39.0,2.0,2017.0,20212022,7,1,75,N,Robertson,USA,8480027,4,L,L,Jason Robertson,204
562,562,562,3,Mequon,USA,1996-08-05,WI,,,146.0,5.0,2014.0,20172018,58,5,72,N,Bjork,USA,8478075,8,L,L,Anders Bjork,190
563,563,563,10,St. Louis,USA,1998-02-11,MO,EDM,Edmonton Oilers,29.0,1.0,2016.0,20182019,60,8,75,N,Frederic,USA,8479365,18,C,L,Trent Frederic,221
564,564,564,0,Kleinburg,CAN,1991-01-03,ON,UTA,Utah Mammoth,,,,20142015,1,0,70,N,Agozzino,CAN,8475461,0,L,L,Andrew Agozzino,187
565,565,565,11,Cranbrook,CAN,1995-11-24,BC,CGY,Calgary Flames,,,,20172018,76,6,72,N,Hunt,CAN,8478211,17,L,L,Dryden Hunt,193
566,566,566,2,Williamsville,USA,1994-01-14,NY,,,,,,20162017,2,0,70,N,Poturalski,USA,8479249,2,C,R,Andrew Poturalski,187
567,567,567,9,Saint-Martin-d'Hères,FRA,1999-09-13,,STL,St. Louis Blues,45.0,2.0,2017.0,20182019,36,11,73,N,Texier,FRA,8480074,20,L,L,Alexandre Texier,196
568,568,568,0,Jurmala,LVA,1997-12-11,,,,,,,20212022,3,0,77,N,Rubins,LVA,8479729,0,D,L,Kristians Rubins,227
569,569,569,27,Saint-Narcisse,CAN,1991-12-15,QC,TBL,Tampa Bay Lightning,,,,20152016,74,21,69,N,Gourde,CAN,8476826,48,C,L,Yanni Gourde,173
570,570,570,52,Stockholm,SWE,1993-04-18,,NYR,New York Rangers,6.0,1.0,2011.0,20112012,81,29,74,N,Zibanejad,SWE,8476459,81,C,R,Mika Zibanejad,208
571,571,571,23,Toronto,CAN,1989-12-20,ON,TOR,Toronto Maple Leafs,,,,20102011,90,6,75,N,Tanev,CAN,8475690,29,D,R,Chris Tanev,200
572,572,572,1,Halifax,CAN,2001-11-15,NS,NSH,Nashville Predators,25.0,1.0,2020.0,20212022,7,1,74,N,Barron,CAN,8482111,2,D,R,Justin Barron,198
573,573,573,15,Chomutov,CZE,1995-01-12,,TOR,Toronto Maple Leafs,,,,20172018,82,11,74,N,Kampf,CZE,8480144,26,C,L,David Kampf,198
574,574,574,14,Boca Raton,USA,1998-03-31,FL,WSH,Washington Capitals,16.0,1.0,2016.0,20162017,47,7,74,N,Chychrun,CAN,8479345,21,D,L,Jakob Chychrun,215
575,575,575,0,St-Eloi,CAN,1991-08-31,QC,MTL,Montréal Canadiens,,,,20202021,11,0,72,N,Belzile,CAN,8475968,0,R,R,Alex Belzile,198
576,576,576,12,Toronto,CAN,1987-06-14,ON,,,25.0,1.0,2005.0,20072008,74,4,70,N,Cogliano,CAN,8471699,16,C,L,Andrew Cogliano,179
577,577,577,0,London,CAN,1996-02-28,ON,,,157.0,6.0,2015.0,20182019,2,0,69,N,Seney,CAN,8478881,0,L,L,Brett Seney,156
578,578,578,15,Columbus,USA,2003-05-16,OH,CBJ,Columbus Blue Jackets,12.0,1.0,2021.0,20212022,79,16,72,N,Sillinger,USA,8482705,31,C,L,Cole Sillinger,202
579,579,579,1,Biloxi,USA,1997-02-11,MS,CBJ,Columbus Blue Jackets,,,,20192020,10,0,73,N,Olivier,USA,8479671,1,R,R,Mathieu Olivier,232
580,580,580,0,Meadow Lake,CAN,1986-02-18,SK,,,47.0,2.0,2004.0,20062007,6,1,73,N,Comeau,CAN,8471260,1,L,R,Blake Comeau,200
581,581,581,6,Toronto,CAN,1991-12-31,ON,UTA,Utah Mammoth,,,,20152016,30,9,72,N,Tanev,CAN,8479293,15,L,L,Brandon Tanev,189
582,582,582,1,Smogen,SWE,1998-10-13,,,,7.0,1.0,2017.0,20172018,20,1,72,N,Andersson,SWE,8480072,2,C,L,Lias Andersson,185
583,583,583,4,Saint-Jerome,CAN,1993-06-04,QC,CGY,Calgary Flames,3.0,1.0,2011.0,20152016,10,1,73,N,Huberdeau,CAN,8476456,5,L,L,Jonathan Huberdeau,200
584,584,584,30,Orlando,USA,2001-05-14,FL,NJD,New Jersey Devils,1.0,1.0,2019.0,20192020,49,26,71,N,Hughes,USA,8481559,56,C,L,Jack Hughes,175
585,585,585,13,Mississauga,CAN,1996-01-22,ON,,,21.0,1.0,2014.0,20152016,56,17,71,N,Fabbri,CAN,8477952,30,C,L,Robby Fabbri,185
586,586,586,19,Skelleftea,SWE,1996-05-08,,VAN,Vancouver Canucks,38.0,2.0,2014.0,20172018,79,2,77,N,Pettersson,SWE,8477969,21,D,L,Marcus Pettersson,174
587,587,587,0,Montréal,CAN,2002-04-15,QC,,,27.0,1.0,2020.0,20212022,1,0,71,N,Perreault,CAN,8482150,0,R,R,Jacob Perreault,185
588,588,588,67,Halifax,CAN,1995-09-01,NS,COL,Colorado Avalanche,1.0,1.0,2013.0,20132014,85,45,72,N,MacKinnon,CAN,8477492,112,C,R,Nathan MacKinnon,200
589,589,589,6,Moorhead,USA,1996-12-19,MN,NYR,New York Rangers,92.0,4.0,2015.0,20182019,36,2,75,N,Borgen,USA,8478840,8,D,R,Will Borgen,199
590,590,590,5,St. Paul,USA,2000-01-21,MN,CAR,Carolina Hurricanes,22.0,1.0,2018.0,20212022,20,2,77,N,Miller,USA,8480817,7,D,L,K'Andre Miller,210
591,591,591,18,Hopkins,USA,1993-09-14,MN,TOR,Toronto Maple Leafs,177.0,6.0,2011.0,20172018,74,17,72,N,Boyd,USA,8476329,35,C,R,Travis Boyd,190
592,592,592,7,Boston,USA,1997-01-30,MA,SJS,San Jose Sharks,21.0,1.0,2015.0,20162017,24,3,73,N,White,USA,8478400,10,C,R,Colin White,195
593,593,593,12,Buffalo,USA,1987-10-31,NY,CHI,Chicago Blackhawks,28.0,1.0,2006.0,20072008,71,2,72,N,Foligno,USA,8473422,14,L,L,Nick Foligno,210
594,594,594,17,Hamilton,CAN,1991-05-09,ON,DET,Detroit Red Wings,120.0,4.0,2009.0,20132014,74,9,75,N,Chiarot,CAN,8475279,26,D,L,Ben Chiarot,222
595,595,595,37,Farmington Hills,USA,1997-12-18,MI,DET,Detroit Red Wings,39.0,2.0,2016.0,20172018,82,41,68,N,DeBrincat,USA,8479337,78,R,R,Alex DeBrincat,180
596,596,596,0,Denver,USA,1996-03-15,CO,,,31.0,2.0,2014.0,20192020,7,1,73,N,Lemieux,USA,8477962,1,L,L,Brendan Lemieux,215
597,597,597,0,Belleville,CAN,1993-07-20,ON,OTT,Ottawa Senators,68.0,3.0,2011.0,20152016,3,0,71,N,Cousins,CAN,8476393,0,C,L,Nick Cousins,191
598,598,598,0,Holland,USA,1990-04-14,MI,,,160.0,6.0,2008.0,20142015,1,0,74,N,Witkowski,USA,8474722,0,D,R,Luke Witkowski,210
599,599,599,7,South St. Paul,USA,1992-03-20,MN,STL,St. Louis Blues,37.0,2.0,2010.0,20182019,12,1,72,N,Faulk,USA,8475753,8,D,R,Justin Faulk,208
600,600,600,23,Novokuznetsk,RUS,1991-07-23,,SJS,San Jose Sharks,55.0,2.0,2009.0,20112012,76,12,71,N,Orlov,RUS,8475200,35,D,L,Dmitry Orlov,215
601,601,601,0,Ostrava,CZE,1999-06-15,,,,150.0,5.0,2017.0,20212022,6,0,71,N,Galvas,CZE,8480231,0,D,L,Jakub Galvas,161
602,602,602,7,Toms River,USA,1998-06-19,NJ,EDM,Edmonton Oilers,68.0,3.0,2016.0,20212022,34,0,71,N,Dineen,USA,8479341,7,D,L,Cam Dineen,188
603,603,603,2,Rimouski,CAN,1997-01-28,QC,BOS,Boston Bruins,,,,20202021,34,3,73,N,Viel,CAN,8479705,5,L,L,Jeffrey Viel,214
604,604,604,7,Sault Ste. Marie,CAN,1996-05-13,ON,OTT,Ottawa Senators,90.0,3.0,2014.0,20172018,56,11,73,N,Amadio,CAN,8478020,18,R,R,Michael Amadio,206
605,605,605,0,Delta,CAN,1998-02-04,BC,BUF,Buffalo Sabres,145.0,5.0,2016.0,20192020,12,1,75,N,Malenstyn,CAN,8479359,1,L,L,Beck Malenstyn,209
606,606,606,0,Vaxjo,SWE,1994-02-02,,STL,St. Louis Blues,,,,20212022,9,0,73,N,Rosen,SWE,8480157,0,D,L,Calle Rosen,188
607,607,607,11,Augsburg,DEU,1995-05-03,,MIN,Minnesota Wild,,,,20182019,74,9,75,N,Sturm,DEU,8481477,20,C,L,Nico Sturm,209
608,608,608,0,Newmarket,CAN,2002-08-19,ON,LAK,Los Angeles Kings,2.0,1.0,2020.0,20212022,2,0,77,N,Byfield,CAN,8482124,0,R,L,Quinton Byfield,225
